rp_id,x,y,floor,ap0,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8
28,3.38346,-6.58647,1.5,-42.000506083437784,-39.13218366725513,-36.002776061959956,-80.59409813258402,-38.13563263088105,-35.06135482122729,-110,-37.69455330848522,-37.965345177269135
100,-4.61654,-1.58647,1.5,-45.041579454391034,-35.28068102511634,-29.24408466484968,-110.0,-35.538829304796316,-44.398658208408975,-110,-33.582734825722774,-48.632320229004634
53,-3.61654,-4.58647,1.5,-38.77207000977964,-41.7607965551264,-31.479723676704342,-110.0,-43.02514508348876,-44.7403252859522,-110,-42.58127886754212,-66.36556786176232
164,-4.61654,2.41353,1.5,-32.952506573863396,-45.02446324046323,-34.70997670103367,-110.0,-48.24638318494073,-37.16869036273454,-110,-32.07067155785828,-53.69860085564186
46,5.38346,-5.58647,1.5,-41.67683227730094,-41.397773303044566,-46.890621546728234,-92.86933405857783,-37.42592927504056,-38.70125282028884,-110,-37.98691332116555,-31.239146944982263
6,-2.61654,-7.58647,1.5,-36.16453847997232,-40.328793503216815,-23.61207020632248,-110.0,-39.66169205231658,-61.141849757282,-110,-37.5103652977028,-41.455322995583344
131,-5.61654,0.413534,1.5,-40.34114773004095,-32.82978597835337,-46.647429216547486,-110.0,-40.5144772183476,-41.24982265964588,-110,-47.4199099806324,-42.53088400579058
169,0.383459,2.41353,1.5,-37.355341698154824,-49.4798758830141,-57.10382607063371,-110.0,-34.25812929158616,-30.387697375891285,-110,-23.121756752869068,-75.53527654667258
85,-3.61654,-2.58647,1.5,-45.26122560048549,-42.15271718081721,-42.675236240102215,-110.0,-37.819685827096315,-42.13515858299961,-110,-38.03685683209942,-60.42565235377157
121,0.383459,-0.586466,1.5,-41.29203104828468,-51.26930880156828,-53.49462030099497,-110.0,-33.98059810516465,-32.507759530866856,-110,-35.748107096930475,-40.05177640505104
227,-5.61654,6.41353,1.5,-27.861055534167416,-34.11311914924122,-37.88903000075841,-110.0,-59.53214789894351,-53.22548341553474,-110,-47.72822603426861,-73.70015174626624
57,0.383459,-4.58647,1.5,-52.87598613673934,-51.722350079897986,-51.34276192116471,-110.0,-27.693661008262744,-44.22563097531071,-110,-32.7097445854684,-44.88729326178008
205,4.38346,4.41353,1.5,-44.08783048081355,-33.87382773606198,-52.174463171238,-110.0,-42.45865275897014,-49.49977332147408,-110,-41.73056794489204,-38.43918384922029
52,-4.61654,-4.58647,1.5,-45.756371011386555,-34.5961081866746,-33.36511745174402,-110.0,-37.83265839521469,-40.63275622299688,-110,-42.38198677427718,-54.64932785333786
186,1.38346,3.41353,1.5,-51.324578584864575,-45.11438888061555,-48.44613218808512,-110.0,-34.241401964165995,-34.855629160258495,-110,-25.91150418516918,-34.595676779384306
220,3.38346,5.41353,1.5,-35.53332469587555,-33.652482427173126,-52.415554470669285,-110.0,-39.02888344928045,-39.764143757445325,-110,-43.92182018301745,-39.97438089427365
3,-5.61654,-7.58647,1.5,-35.79207169670171,-53.38486402924303,-34.59866711225731,-110.0,-28.675689724915276,-33.08053719231391,-110,-42.88911501030801,-43.39272306657764
56,-0.616541,-4.58647,1.5,-44.763119936490654,-43.01090149167656,-25.876595757937757,-110.0,-52.192290578021016,-45.90131664563633,-110,-37.361241280057214,-39.00345958755631
63,6.38346,-4.58647,1.5,-46.07385414908345,-53.263355794441,-41.40232268485288,-98.09632951288606,-32.17517227048912,-38.52337667868075,-110,-26.859288163583244,-33.596294505264716
83,-5.61654,-2.58647,1.5,-37.375095848007945,-38.142050518295456,-34.92285399725634,-110.0,-41.07511707533059,-40.38242327036468,-110,-36.971903803129585,-40.24616246610109
178,-6.61654,3.41353,1.5,-27.251140488600655,-37.50116357598012,-34.84302581571782,-110.0,-95.82820882930672,-42.49718791942956,-110,-44.959375083533295,-47.35122290730358
136,-0.616541,0.413534,1.5,-38.76583277985571,-37.37468138817158,-36.01995478836951,-110.0,-61.840621575079055,-45.91045794482598,-110,-35.83442811060123,-43.76545018709006
23,-1.61654,-6.58647,1.5,-42.38192412996957,-36.68409135095305,-23.028797660749134,-98.45990293018646,-35.06824163452852,-50.594947459653696,-110,-33.38852924143294,-39.7222757413299
87,-1.61654,-2.58647,1.5,-33.73929343453047,-45.00016708168961,-47.909314243302525,-110.0,-45.907311396225154,-46.14292933788536,-110,-40.33284341453965,-33.64105461264008
99,-5.61654,-1.58647,1.5,-40.14503314155318,-41.64485595708355,-38.93667367541375,-110.0,-45.161223750654,-54.2594106996101,-110,-44.407048210351334,-41.72457381111908
69,-3.61654,-3.58647,1.5,-42.56779835658123,-47.70054459792729,-36.62837277606753,-110.0,-40.877531184311486,-43.22538372815587,-110,-43.64646941595658,-47.844682039408575
209,-7.61654,5.41353,1.5,-26.954092940432545,-33.24024922614177,-37.27771813320732,-110.0,-50.65183445230856,-54.02127497983021,-110,-35.96560649159862,-61.53270307077101
131,-5.61654,0.413534,1.5,-35.38891023728321,-33.339314300443114,-46.999167191604535,-110.0,-40.95058734341808,-36.86043850729961,-110,-48.08134786977059,-44.28609700223068
139,2.38346,0.413534,1.5,-46.76627428425802,-47.22945972144777,-50.62280038420393,-110.0,-36.41897658391914,-33.48077278311357,-110,-39.659954622666,-37.501090061226726
164,-4.61654,2.41353,1.5,-32.894483966088615,-49.31183519108754,-38.939966628661416,-110.0,-48.454831582528655,-37.01542420164331,-110,-34.7980061833245,-60.4347791767615
137,0.383459,0.413534,1.5,-56.06782522958918,-49.418004609839535,-45.321600406840425,-110.0,-40.90644116877346,-37.3914448191314,-110,-30.618253693395733,-36.03089821731827
82,-6.61654,-2.58647,1.5,-48.2655717552532,-54.454308315285935,-41.51981913725233,-110.0,-53.50418778387503,-65.2544464006255,-110,-53.52521482493218,-34.00695275371387
44,3.38346,-5.58647,1.5,-45.25590601186847,-51.98469198746576,-32.65834892026749,-94.38112803801764,-46.350631426231494,-39.3735037166208,-110,-45.41486434715083,-35.31679214766862
212,-4.61654,5.41353,1.5,-28.504935693992177,-40.74368504462172,-47.188305669767374,-110.0,-53.91247158915654,-47.82544228561679,-110,-33.21830740017147,-52.754357332288706
7,-1.61654,-7.58647,1.5,-39.59937633067785,-41.75856424093895,-42.14954948461874,-110.0,-29.162951103564748,-43.45088515814554,-110,-40.31870031659495,-54.068888349096994
215,-1.61654,5.41353,1.5,-49.55030597943065,-37.5425544927164,-48.53588417164296,-110.0,-49.88694266455976,-46.42629119860876,-110,-32.23509862215312,-41.741541047343866
99,-5.61654,-1.58647,1.5,-32.7508028137801,-40.350833492433345,-35.591242641944675,-110.0,-44.085290781361095,-44.35589549904128,-110,-46.663397386770505,-40.39096216570825
235,2.38346,6.41353,1.5,-40.0180322682228,-24.93906531552314,-48.467678578860166,-110.0,-45.463391879689325,-50.036018289020525,-110,-38.12584702030536,-50.20069207623249
153,0.383459,1.41353,1.5,-43.702728125562615,-56.07149409765779,-36.47193226120875,-110.0,-31.271281572026016,-35.43015423463974,-110,-24.764882831514356,-36.805895955608904
7,-1.61654,-7.58647,1.5,-32.2032521835093,-43.929422908567226,-38.75084471364163,-110.0,-23.649046616993267,-42.64663908851968,-110,-46.86243785996805,-51.30676129784275
209,-7.61654,5.41353,1.5,-24.12074647175003,-31.24234483676234,-37.269789476863394,-110.0,-49.982186939840595,-53.28649993805514,-110,-37.857147527161544,-59.37815200213423
138,1.38346,0.413534,1.5,-40.939240409985224,-51.72482324879577,-34.93019492298974,-110.0,-34.31208792796296,-61.63347891066452,-110,-32.80241341165921,-36.0128425742199
107,2.38346,-1.58647,1.5,-51.23889046348459,-45.77222044046693,-43.28372312026612,-110.0,-37.643606068937665,-46.92956525977776,-110,-34.103916897559444,-39.04365520024067
166,-2.61654,2.41353,1.5,-41.289753511375515,-31.994859804857175,-39.616010898286575,-110.0,-45.85760130374722,-48.982453326769416,-110,-38.325079013661394,-56.479876241041275
76,3.38346,-3.58647,1.5,-41.29416967127032,-45.944877145396674,-42.5116677265153,-110.0,-34.737315815902164,-37.859965529988784,-110,-37.668453605640096,-32.340512387266436
26,1.38346,-6.58647,1.5,-44.39443951218805,-48.82001651086403,-39.83369303696948,-100.3095298033419,-21.637539072528146,-31.761496880456043,-110,-53.78603522931106,-30.72559866168492
195,-5.61654,4.41353,1.5,-24.59686106395617,-36.15714649251053,-40.70163402852424,-110.0,-36.97686239632855,-44.49786944978815,-110,-32.97190686988729,-48.25121630996946
147,-5.61654,1.41353,1.5,-56.79765746837469,-46.391381461361675,-38.235839943379446,-110.0,-48.48801093082726,-39.586192193660835,-110,-36.9712464791685,-47.27157150831671
125,4.38346,-0.586466,1.5,-33.45266777506467,-48.57258624059192,-41.21740959369033,-110.0,-34.14420428847763,-28.98100659993227,-110,-45.08613262528814,-42.62478672911095
173,4.38346,2.41353,1.5,-46.476213695817634,-43.92189161178113,-38.18421562357711,-110.0,-39.27766983132807,-28.935225217867167,-110,-32.878534286163806,-39.87972389383882
13,4.38346,-7.58647,1.5,-46.192235526215605,-49.075208247459685,-43.18200343169423,-110.0,-45.41982596825757,-40.79173772714991,-110,-42.40174254655601,-36.98633076170111
157,4.38346,1.41353,1.5,-42.817542761657336,-35.04065446059638,-43.827385801658,-110.0,-43.350185603342545,-43.24265608647597,-110,-29.81541375684458,-35.953047157150536
191,6.38346,3.41353,1.5,-58.14740455094355,-55.78702426910341,-56.76322366294722,-110.0,-52.974145093172986,-38.68536419566894,-110,-30.15239519764584,-45.82363407748843
7,-1.61654,-7.58647,1.5,-42.0074747242882,-38.77374787337961,-37.06899695833836,-110.0,-20.469218245389772,-42.91811484793053,-110,-37.418194051954345,-50.82142305423734
128,7.38346,-0.586466,1.5,-55.43543016659134,-51.21194217814267,-41.64048477144074,-110.0,-34.57828512507869,-51.35842167740673,-110,-32.23499115611302,-45.35046604113411
230,-2.61654,6.41353,1.5,-35.17894413286896,-29.43545558917554,-30.82199025455892,-110.0,-53.32596950597449,-62.98658795669155,-110,-45.26065838630183,-48.70279026992118
72,-0.616541,-3.58647,1.5,-36.90961378481876,-45.94124768881636,-51.1194577873555,-110.0,-44.665924252077005,-41.79979997814264,-110,-39.038357048428736,-42.941705340143265
149,-3.61654,1.41353,1.5,-33.63752079852531,-41.95755524656898,-44.25095076940647,-110.0,-48.97598316223835,-40.0986726835586,-110,-34.82514986849039,-39.94887257314711
162,-6.61654,2.41353,1.5,-33.899182474350724,-33.681512670125244,-36.657091037711965,-110.0,-45.21839942243324,-43.01839357011957,-110,-37.75025082117953,-46.26648383834248
231,-1.61654,6.41353,1.5,-30.584092390805814,-24.97041921270891,-32.737877867098895,-110.0,-43.496428117237535,-49.37504881769109,-110,-42.17786160701311,-62.85717002998548
230,-2.61654,6.41353,1.5,-36.16608208853034,-24.214923955795484,-41.424383730988026,-110.0,-55.17724259016962,-58.86389780481737,-110,-46.548155625272656,-44.90717638259759
78,5.38346,-3.58647,1.5,-45.14872952374753,-66.17891961344306,-48.038044226678174,-110.0,-27.42642870552626,-33.257200615015485,-110,-26.117327184614354,-32.134580355054794
203,2.38346,4.41353,1.5,-36.40640156722261,-38.78035456715826,-62.36705572466122,-110.0,-43.66548684984618,-37.87708466375556,-110,-44.068736670197715,-32.84699522516318
127,6.38346,-0.586466,1.5,-35.685193755855124,-36.79338983044819,-38.26839890279641,-110.0,-39.58287861260664,-25.843031122375727,-110,-37.239144754751585,-31.97032323626869
47,6.38346,-5.58647,1.5,-37.73022209421551,-51.41851611295052,-37.46524357337498,-102.00989631303176,-29.22091090104845,-39.36709570268735,-110,-36.25344272153938,-40.58562157043382
182,-2.61654,3.41353,1.5,-35.33074010789222,-35.479853721292024,-44.07860591239213,-110.0,-37.20693549950929,-33.510617643761776,-110,-39.645015570150456,-47.33218550743037
84,-4.61654,-2.58647,1.5,-38.27115549213492,-34.842274693637165,-50.982106255225986,-110.0,-37.9087519048548,-42.16210380731119,-110,-39.7840946024911,-43.1770146094657
16,7.38346,-7.58647,1.5,-43.894092010571285,-46.35790099197442,-54.78413334896678,-85.31430364585569,-46.69116125256416,-36.28924426279323,-110,-27.709194268216905,-31.3821237584249
128,7.38346,-0.586466,1.5,-51.10064069235379,-54.29812727287252,-39.736308485710595,-110.0,-42.15965783669254,-53.85466358140199,-110,-31.694190637891456,-34.07061923600979
220,3.38346,5.41353,1.5,-44.7471108632477,-33.02010897063181,-48.318575267743306,-110.0,-36.52055401966386,-38.42971203889283,-110,-44.41422214476192,-43.37471175648009
14,5.38346,-7.58647,1.5,-53.682904120361115,-51.99057075314515,-45.172451856037306,-110.0,-37.34489723725061,-43.11460503921289,-110,-42.5797630205423,-34.557360804408695
179,-5.61654,3.41353,1.5,-32.26125521353705,-51.96744546161366,-38.96881229275349,-110.0,-37.33525703228224,-43.11857920050093,-110,-41.125537350269745,-44.09238140497254
120,-0.616541,-0.586466,1.5,-51.29757795150428,-33.92806172588975,-33.69953603244367,-110.0,-47.74125101105347,-37.8967501831882,-110,-32.92025068099107,-40.44360621266
198,-2.61654,4.41353,1.5,-39.80674055912623,-35.9968460863837,-40.97664414060484,-110.0,-51.40853652243699,-43.53060341480536,-110,-28.102332412305547,-45.66988032103373
143,6.38346,0.413534,1.5,-45.121788767753266,-51.31798829299112,-49.36375757663663,-110.0,-37.04582471177567,-27.06971435189671,-110,-31.794186707562545,-33.5056810695085
192,7.38346,3.41353,1.5,-51.8031333482312,-56.24900731906978,-40.78249713750926,-110.0,-41.928199902882525,-21.81913794284514,-110,-28.451533186486692,-33.95396310168116
43,2.38346,-5.58647,1.5,-56.50060949607123,-51.78685215067565,-41.26815673250015,-85.17872039702843,-35.26948410417435,-35.36521653752348,-110,-34.15914860885572,-45.001167724808056
116,-4.61654,-0.586466,1.5,-41.77512610535507,-42.41362405884264,-33.448589769831024,-110.0,-49.79220437942459,-38.59658000091408,-110,-43.26736846212155,-39.6929562265084
229,-3.61654,6.41353,1.5,-61.35542002979019,-32.42150826545434,-54.28228186091842,-110.0,-55.0926802204776,-48.15229068204627,-110,-43.06922510147404,-43.38302863471782
188,3.38346,3.41353,1.5,-44.122648919354525,-42.68090233342299,-52.13041346976834,-110.0,-53.16278728320272,-48.37989347874716,-110,-34.908666747015005,-46.32315666734952
176,7.38346,2.41353,1.5,-53.24605285723768,-48.40276342351541,-53.40815656351624,-110.0,-41.67156439601312,-27.246183172988808,-110,-30.31566087903815,-41.272443640482
235,2.38346,6.41353,1.5,-33.84460314805304,-26.09655813972268,-41.10475088151691,-110.0,-54.439246075791765,-51.487771772767466,-110,-42.193089680212175,-45.84762067796068
110,5.38346,-1.58647,1.5,-42.83992427054893,-49.5157146596144,-33.47041815865616,-110.0,-39.2305353969298,-30.72762815334385,-110,-49.423307876561424,-31.381625867884
15,6.38346,-7.58647,1.5,-57.27228168771268,-49.32136430617029,-42.40090284197732,-85.91434869193364,-38.81562247456743,-44.41606222084809,-110,-50.57820324930386,-28.39594787080717
37,-3.61654,-5.58647,1.5,-37.63499706327505,-35.78454535227607,-26.224886673739785,-110.0,-34.275401738654246,-48.35943602550665,-110,-47.20445225939826,-38.90894350440411
107,2.38346,-1.58647,1.5,-54.80147101029748,-48.84765687519473,-46.03617550574282,-110.0,-37.077634636780154,-48.5398638738075,-110,-40.020495254777465,-32.301423260022375
182,-2.61654,3.41353,1.5,-37.72408606366872,-31.9468800028968,-28.567253872040475,-110.0,-38.23431846947402,-34.418451638601475,-110,-30.067964387428827,-48.43556177086776
43,2.38346,-5.58647,1.5,-47.24842597053612,-50.98417756875688,-37.57779770487554,-92.58640285139305,-26.90454974657181,-41.53311115638935,-110,-35.114234613688005,-42.19184629459207
146,-6.61654,1.41353,1.5,-37.601204591071394,-45.94650381959129,-36.54690781554021,-110.0,-43.911332182634226,-31.81361003357129,-110,-35.40538399463903,-41.81411642831284
42,1.38346,-5.58647,1.5,-43.538565451355,-56.022691096585255,-38.10341785752199,-90.04313754787488,-29.280381537915463,-39.18163120750971,-110,-37.188510877500136,-31.08192281005542
42,1.38346,-5.58647,1.5,-41.59320633728595,-54.94215140847013,-31.772829225962685,-92.05347334191826,-25.400887140410564,-36.805028962235376,-110,-35.60491317074101,-29.53118945683206
187,2.38346,3.41353,1.5,-51.715268956604696,-44.475094264238706,-58.59770628680476,-110.0,-45.0738414807667,-37.40368659157361,-110,-26.557692561312884,-41.61875236151762
84,-4.61654,-2.58647,1.5,-40.290668171845226,-36.63433344303547,-40.53235166689282,-110.0,-34.447661239462576,-39.894117953127626,-110,-39.110605420506296,-48.61520903449644
116,-4.61654,-0.586466,1.5,-37.34903305034565,-40.09746944120856,-34.479499969635924,-110.0,-45.65763046800337,-32.95825092899666,-110,-42.64392518495584,-39.14182725925285
112,7.38346,-1.58647,1.5,-39.3249754427174,-41.81066432022571,-36.64393362742768,-110.0,-35.52425858545752,-42.42088230030392,-110,-34.570324650611276,-29.509385102309444
168,-0.616541,2.41353,1.5,-35.52852403945865,-40.697877332432896,-32.8506138831745,-110.0,-46.88428392690071,-31.931781530504427,-110,-27.0065184104223,-39.138010688922144
124,3.38346,-0.586466,1.5,-43.81817316802846,-55.32960052716801,-54.60885035013136,-110.0,-35.07398169978656,-35.512768731967,-110,-27.06382945116302,-44.72455059163695
172,3.38346,2.41353,1.5,-44.599015767980504,-39.106535683751325,-50.10979087219054,-110.0,-38.73021082515666,-27.669642711905414,-110,-33.092819850118175,-42.39809673609819
19,-5.61654,-6.58647,1.5,-33.60144001217954,-46.151266701865595,-52.51802142756893,-110.0,-43.27246518990096,-48.18137894749236,-110,-46.22259714482329,-50.0209558274385
174,5.38346,2.41353,1.5,-40.91581785602105,-59.658429615358855,-43.067989913264185,-110.0,-34.08221182648708,-19.418035979685055,-110,-37.52089647698698,-39.41624986549751
32,7.38346,-6.58647,1.5,-44.023752858710914,-68.01835684526849,-41.45313449407547,-78.76199442653663,-34.70197861679907,-32.638331251140755,-110,-41.233534039725,-24.954694320762258
59,2.38346,-4.58647,1.5,-35.96597094130295,-48.836536972108185,-36.17055486956776,-110.0,-33.001527518098726,-35.61566457331047,-110,-36.26136471593061,-37.54472361058824
50,-6.61654,-4.58647,1.5,-48.49452096193574,-36.540366911309334,-28.61610459579814,-110.0,-41.47861738050835,-48.16686672252683,-110,-42.3248117742475,-47.130005302567945
47,6.38346,-5.58647,1.5,-40.4043006490243,-51.770327809684765,-33.43339685932085,-100.22842026404932,-30.882014015154688,-31.250159230946924,-110,-39.533924361392245,-37.712216947013275
206,5.38346,4.41353,1.5,-36.46488394340503,-33.92996028986151,-55.63408609725276,-110.0,-55.88394486409042,-42.10045140747826,-110,-31.549788471511192,-38.2271012675898
59,2.38346,-4.58647,1.5,-40.71442390703357,-51.74170190460981,-38.162946242825406,-110.0,-32.020919419179954,-35.858666421581596,-110,-42.52477927717297,-35.17124501517431
142,5.38346,0.413534,1.5,-40.53441050750176,-46.68160727470563,-50.13430118133738,-110.0,-43.61295297154682,-29.061978426978143,-110,-33.328614183316596,-41.69356871151143
125,4.38346,-0.586466,1.5,-33.7457110756265,-54.17413230724751,-44.238431767563235,-110.0,-30.110051567418953,-31.959403899642226,-110,-39.982080219554106,-38.394722847110955
155,2.38346,1.41353,1.5,-46.14664910619762,-56.215868803651674,-40.64919550102252,-110.0,-42.610043601139,-29.96526843673985,-110,-35.89965807529121,-42.4777646046621
39,-1.61654,-5.58647,1.5,-33.00356147870495,-40.87372508302029,-30.49517133733896,-110.0,-28.00411620541467,-47.656624156091546,-110,-40.47138848311355,-47.29898429184085
87,-1.61654,-2.58647,1.5,-43.07770948966952,-45.603238319448224,-48.07302539988353,-110.0,-47.84659658195754,-49.778848879124936,-110,-38.494830355369686,-38.230069666944914
118,-2.61654,-0.586466,1.5,-36.151583532313325,-39.54239193623096,-37.36606328989273,-110.0,-43.2320046378879,-37.29582415528042,-110,-41.57490920438592,-42.41608255364273
72,-0.616541,-3.58647,1.5,-37.83021737773503,-39.10657405033312,-47.35076265575096,-110.0,-54.25905580869712,-42.68456517029469,-110,-32.2578156469391,-37.79695083200307
9,0.383459,-7.58647,1.5,-63.88025995257325,-47.500680201953784,-27.189354901877564,-110.0,-25.68806945596046,-30.03652958641147,-110,-31.56368695421543,-38.53521225161687
234,1.38346,6.41353,1.5,-29.60961213103036,-22.757933805501196,-54.2820119090973,-110.0,-41.196721690193534,-41.636512968411715,-110,-35.080651889392406,-43.84317690559212
3,-5.61654,-7.58647,1.5,-40.69193384995097,-54.2911276215868,-34.47463714562885,-110.0,-34.32631953268339,-37.61023111688269,-110,-37.8289719063673,-43.63150727624435
181,-3.61654,3.41353,1.5,-42.32641875001418,-41.86756846519887,-43.53362160786288,-110.0,-32.305582226519284,-35.91476504463475,-110,-28.10838613388547,-45.496564771355814
130,-6.61654,0.413534,1.5,-34.20330278475272,-52.839096841351015,-40.08005862577902,-110.0,-39.92598461857005,-37.346800309688525,-110,-52.615400984818784,-53.74198889206163
210,-6.61654,5.41353,1.5,-24.418723313858788,-31.19205081180948,-45.193760006041956,-110.0,-53.308837985427026,-57.04128024384292,-110,-42.867108594132624,-55.5393567199064
210,-6.61654,5.41353,1.5,-20.97056408365464,-39.73008469820514,-41.45348559091101,-110.0,-52.42262528547292,-51.354363357721965,-110,-48.900933233036,-55.62386410262784
172,3.38346,2.41353,1.5,-47.0318072222455,-36.97495373281984,-44.22176599872656,-110.0,-39.89667403802473,-30.915050673423032,-110,-32.7395158405326,-45.85315599893319
94,5.38346,-2.58647,1.5,-45.84095067325585,-54.51177280233261,-40.97768136093384,-110.0,-42.721605989291035,-46.77495336498323,-110,-31.41316271782408,-39.82881326062589
161,-7.61654,2.41353,1.5,-26.77827007658736,-50.12680032168927,-42.79281641932848,-110.0,-42.28694759758239,-41.13706651894532,-110,-45.09852549690914,-47.99718183014435
75,2.38346,-3.58647,1.5,-51.08830964880191,-41.849193994778624,-39.89068764593175,-110.0,-32.75773188478412,-34.61355792788101,-110,-31.626710853870716,-43.470974613141976
145,-7.61654,1.41353,1.5,-28.120095242160392,-30.04450962677518,-44.36750687907123,-110.0,-49.45197272429161,-39.36354917556898,-110,-39.205796577551894,-39.69924998324647
114,-6.61654,-0.586466,1.5,-33.539858734017066,-42.38681618640717,-43.20273016119202,-110.0,-54.27125692932819,-33.92626827168655,-110,-50.54647770469218,-48.52491772717642
92,3.38346,-2.58647,1.5,-64.56342302931307,-58.43064523112755,-36.45252662320029,-110.0,-42.69990622074483,-32.30433889549487,-110,-39.33109107555839,-37.426940280809376
214,-2.61654,5.41353,1.5,-46.78419339803237,-50.264829562943945,-35.178849279101364,-110.0,-38.76881736873808,-56.34258465150534,-110,-31.58873570733455,-47.382839610433415
193,-7.61654,4.41353,1.5,-29.03700863925876,-45.578431580424635,-34.20777413417865,-110.0,-41.23589340307595,-55.19855361292299,-110,-43.96656030653408,-48.64729621613068
57,0.383459,-4.58647,1.5,-59.624709249116094,-45.91380746623892,-57.272804765389075,-110.0,-35.23365226878518,-49.56635778715689,-110,-34.88767855341936,-43.540991779343074
73,0.383459,-3.58647,1.5,-37.65353428887773,-42.9435027444679,-75.27384555055502,-110.0,-26.79577532003926,-41.263457392328334,-110,-32.03598862579562,-35.313740816759015
33,-7.61654,-5.58647,1.5,-59.016960008136586,-41.04058481693687,-36.91253036417847,-110.0,-36.67536012774833,-50.8634676692874,-110,-40.80892369400303,-41.475549082054116
119,-1.61654,-0.586466,1.5,-31.568590544282618,-42.75324122275453,-32.820845397181806,-110.0,-51.146580382513946,-41.72522331128648,-110,-30.13506177638827,-48.73460198845906
120,-0.616541,-0.586466,1.5,-56.49680699717532,-31.364936983678906,-25.861320392878195,-110.0,-44.73835765493005,-40.715470353375224,-110,-33.15618866408619,-47.58548687808661
108,3.38346,-1.58647,1.5,-47.66066624581573,-56.44677702960293,-46.68864374527196,-110.0,-38.674802779213564,-33.951452136552746,-110,-53.652505574833505,-38.64600028234713
112,7.38346,-1.58647,1.5,-42.75640044683965,-40.88207975391062,-39.49856434206858,-110.0,-34.231712735840645,-38.673846718320306,-110,-33.90548974957433,-31.96402742186077
184,-0.616541,3.41353,1.5,-37.81255400641737,-34.8392392455792,-27.737329249737805,-110.0,-40.94469472239716,-35.734044675426915,-110,-30.812439887066738,-41.02642951019937
225,-7.61654,6.41353,1.5,-26.001186254278323,-31.346655592411476,-43.08645323480869,-110.0,-44.76901924692357,-55.80360247235492,-110,-33.13133026203127,-42.72579820117654
49,-7.61654,-4.58647,1.5,-39.82649802752876,-39.98553375399482,-41.16782028327316,-110.0,-47.969103092466234,-60.4150902128882,-110,-38.874926159295185,-41.85951492960923
220,3.38346,5.41353,1.5,-38.779423488807154,-31.085050059728108,-51.38468167814584,-110.0,-41.88231514481792,-41.50017217691301,-110,-39.75885614790787,-43.96412235301216
126,5.38346,-0.586466,1.5,-38.50509623604314,-49.54161147296656,-48.78543214843962,-110.0,-37.74980864525914,-35.67246319661841,-110,-32.945065698183335,-41.63268923504169
